index,image_path,location,location_normalized,year,taluk_norm,locality_norm
597,F:\images\2020\Tondiarpet_Tondiarpet_(Part_I).png,Tondiarpet_Tondiarpet_(Part_I),tondiarpet tondiarpet part i,2020,tondiarpet,tondiarpet
598,F:\images\2021\Tondiarpet_Tondiarpet_(Part_I).png,Tondiarpet_Tondiarpet_(Part_I),tondiarpet tondiarpet part i,2021,tondiarpet,tondiarpet
599,F:\images\2022\Tondiarpet_Tondiarpet_(Part_I).png,Tondiarpet_Tondiarpet_(Part_I),tondiarpet tondiarpet part i,2022,tondiarpet,tondiarpet
600,F:\images\2024\Tondiarpet_Tondiarpet_(Part_I).png,Tondiarpet_Tondiarpet_(Part_I),tondiarpet tondiarpet part i,2024,tondiarpet,tondiarpet
601,F:\images\2025\Tondiarpet_Tondiarpet_(Part_I).png,Tondiarpet_Tondiarpet_(Part_I),tondiarpet tondiarpet part i,2025,tondiarpet,tondiarpet
602,F:\images\2014\Tondiarpet_Tondiarpet_(Part_II).png,Tondiarpet_Tondiarpet_(Part_II),tondiarpet tondiarpet part ii,2014,tondiarpet,tondiarpet
603,F:\images\2020\Tondiarpet_Tondiarpet_(Part_II).png,Tondiarpet_Tondiarpet_(Part_II),tondiarpet tondiarpet part ii,2020,tondiarpet,tondiarpet
604,F:\images\2021\Tondiarpet_Tondiarpet_(Part_II).png,Tondiarpet_Tondiarpet_(Part_II),tondiarpet tondiarpet part ii,2021,tondiarpet,tondiarpet
605,F:\images\2022\Tondiarpet_Tondiarpet_(Part_II).png,Tondiarpet_Tondiarpet_(Part_II),tondiarpet tondiarpet part ii,2022,tondiarpet,tondiarpet
606,F:\images\2024\Tondiarpet_Tondiarpet_(Part_II).png,Tondiarpet_Tondiarpet_(Part_II),tondiarpet tondiarpet part ii,2024,tondiarpet,tondiarpet
607,F:\images\2025\Tondiarpet_Tondiarpet_(Part_II).png,Tondiarpet_Tondiarpet_(Part_II),tondiarpet tondiarpet part ii,2025,tondiarpet,tondiarpet
608,F:\images\2014\Tondiarpet_Tondiarpet_(Part_III).png,Tondiarpet_Tondiarpet_(Part_III),tondiarpet tondiarpet part iii,2014,tondiarpet,tondiarpet
609,F:\images\2020\Tondiarpet_Tondiarpet_(Part_III).png,Tondiarpet_Tondiarpet_(Part_III),tondiarpet tondiarpet part iii,2020,tondiarpet,tondiarpet
610,F:\images\2021\Tondiarpet_Tondiarpet_(Part_III).png,Tondiarpet_Tondiarpet_(Part_III),tondiarpet tondiarpet part iii,2021,tondiarpet,tondiarpet
611,F:\images\2022\Tondiarpet_Tondiarpet_(Part_III).png,Tondiarpet_Tondiarpet_(Part_III),tondiarpet tondiarpet part iii,2022,tondiarpet,tondiarpet
612,F:\images\2024\Tondiarpet_Tondiarpet_(Part_III).png,Tondiarpet_Tondiarpet_(Part_III),tondiarpet tondiarpet part iii,2024,tondiarpet,tondiarpet
613,F:\images\2025\Tondiarpet_Tondiarpet_(Part_III).png,Tondiarpet_Tondiarpet_(Part_III),tondiarpet tondiarpet part iii,2025,tondiarpet,tondiarpet
614,F:\images\2014\Tondiarpet_Tondiarpet_(Part_IV).png,Tondiarpet_Tondiarpet_(Part_IV),tondiarpet tondiarpet part iv,2014,tondiarpet,tondiarpet
615,F:\images\2020\Tondiarpet_Tondiarpet_(Part_IV).png,Tondiarpet_Tondiarpet_(Part_IV),tondiarpet tondiarpet part iv,2020,tondiarpet,tondiarpet
616,F:\images\2021\Tondiarpet_Tondiarpet_(Part_IV).png,Tondiarpet_Tondiarpet_(Part_IV),tondiarpet tondiarpet part iv,2021,tondiarpet,tondiarpet
617,F:\images\2022\Tondiarpet_Tondiarpet_(Part_IV).png,Tondiarpet_Tondiarpet_(Part_IV),tondiarpet tondiarpet part iv,2022,tondiarpet,tondiarpet
618,F:\images\2024\Tondiarpet_Tondiarpet_(Part_IV).png,Tondiarpet_Tondiarpet_(Part_IV),tondiarpet tondiarpet part iv,2024,tondiarpet,tondiarpet
619,F:\images\2025\Tondiarpet_Tondiarpet_(Part_IV).png,Tondiarpet_Tondiarpet_(Part_IV),tondiarpet tondiarpet part iv,2025,tondiarpet,tondiarpet
620,F:\images\2014\Velachery_Kalikundram.png,Velachery_Kalikundram,velachery kalikundram,2014,velachery,kalikundram
621,F:\images\2020\Velachery_Kalikundram.png,Velachery_Kalikundram,velachery kalikundram,2020,velachery,kalikundram
622,F:\images\2021\Velachery_Kalikundram.png,Velachery_Kalikundram,velachery kalikundram,2021,velachery,kalikundram
623,F:\images\2022\Velachery_Kalikundram.png,Velachery_Kalikundram,velachery kalikundram,2022,velachery,kalikundram
624,F:\images\2024\Velachery_Kalikundram.png,Velachery_Kalikundram,velachery kalikundram,2024,velachery,kalikundram
625,F:\images\2025\Velachery_Kalikundram.png,Velachery_Kalikundram,velachery kalikundram,2025,velachery,kalikundram
626,F:\images\2014\Velachery_Kanagam.png,Velachery_Kanagam,velachery kanagam,2014,velachery,kanagam
627,F:\images\2020\Velachery_Kanagam.png,Velachery_Kanagam,velachery kanagam,2020,velachery,kanagam
628,F:\images\2021\Velachery_Kanagam.png,Velachery_Kanagam,velachery kanagam,2021,velachery,kanagam
629,F:\images\2022\Velachery_Kanagam.png,Velachery_Kanagam,velachery kanagam,2022,velachery,kanagam
630,F:\images\2024\Velachery_Kanagam.png,Velachery_Kanagam,velachery kanagam,2024,velachery,kanagam
631,F:\images\2025\Velachery_Kanagam.png,Velachery_Kanagam,velachery kanagam,2025,velachery,kanagam
632,F:\images\2014\Velachery_Pallipattu.png,Velachery_Pallipattu,velachery pallipattu,2014,velachery,pallipattu
633,F:\images\2020\Velachery_Pallipattu.png,Velachery_Pallipattu,velachery pallipattu,2020,velachery,pallipattu
634,F:\images\2021\Velachery_Pallipattu.png,Velachery_Pallipattu,velachery pallipattu,2021,velachery,pallipattu
635,F:\images\2022\Velachery_Pallipattu.png,Velachery_Pallipattu,velachery pallipattu,2022,velachery,pallipattu
636,F:\images\2024\Velachery_Pallipattu.png,Velachery_Pallipattu,velachery pallipattu,2024,velachery,pallipattu
637,F:\images\2025\Velachery_Pallipattu.png,Velachery_Pallipattu,velachery pallipattu,2025,velachery,pallipattu
638,F:\images\2014\Velachery_Taramani.png,Velachery_Taramani,velachery taramani,2014,velachery,taramani
639,F:\images\2020\Velachery_Taramani.png,Velachery_Taramani,velachery taramani,2020,velachery,taramani
640,F:\images\2021\Velachery_Taramani.png,Velachery_Taramani,velachery taramani,2021,velachery,taramani
641,F:\images\2022\Velachery_Taramani.png,Velachery_Taramani,velachery taramani,2022,velachery,taramani
642,F:\images\2024\Velachery_Taramani.png,Velachery_Taramani,velachery taramani,2024,velachery,taramani
643,F:\images\2025\Velachery_Taramani.png,Velachery_Taramani,velachery taramani,2025,velachery,taramani
644,F:\images\2014\Velachery_Thiruvanmiyur.png,Velachery_Thiruvanmiyur,velachery thiruvanmiyur,2014,velachery,thiruvanmiyur
645,F:\images\2020\Velachery_Thiruvanmiyur.png,Velachery_Thiruvanmiyur,velachery thiruvanmiyur,2020,velachery,thiruvanmiyur
646,F:\images\2021\Velachery_Thiruvanmiyur.png,Velachery_Thiruvanmiyur,velachery thiruvanmiyur,2021,velachery,thiruvanmiyur
647,F:\images\2022\Velachery_Thiruvanmiyur.png,Velachery_Thiruvanmiyur,velachery thiruvanmiyur,2022,velachery,thiruvanmiyur
648,F:\images\2024\Velachery_Thiruvanmiyur.png,Velachery_Thiruvanmiyur,velachery thiruvanmiyur,2024,velachery,thiruvanmiyur
649,F:\images\2025\Velachery_Thiruvanmiyur.png,Velachery_Thiruvanmiyur,velachery thiruvanmiyur,2025,velachery,thiruvanmiyur
650,F:\images\2014\Velachery_Urur.png,Velachery_Urur,velachery urur,2014,velachery,urur
651,F:\images\2020\Velachery_Urur.png,Velachery_Urur,velachery urur,2020,velachery,urur
652,F:\images\2021\Velachery_Urur.png,Velachery_Urur,velachery urur,2021,velachery,urur
653,F:\images\2022\Velachery_Urur.png,Velachery_Urur,velachery urur,2022,velachery,urur
654,F:\images\2024\Velachery_Urur.png,Velachery_Urur,velachery urur,2024,velachery,urur
655,F:\images\2025\Velachery_Urur.png,Velachery_Urur,velachery urur,2025,velachery,urur
656,F:\images\2014\Velachery_Velachery_(Part_I).png,Velachery_Velachery_(Part_I),velachery velachery part i,2014,velachery,velachery
657,F:\images\2020\Velachery_Velachery_(Part_I).png,Velachery_Velachery_(Part_I),velachery velachery part i,2020,velachery,velachery
658,F:\images\2021\Velachery_Velachery_(Part_I).png,Velachery_Velachery_(Part_I),velachery velachery part i,2021,velachery,velachery
659,F:\images\2022\Velachery_Velachery_(Part_I).png,Velachery_Velachery_(Part_I),velachery velachery part i,2022,velachery,velachery
660,F:\images\2024\Velachery_Velachery_(Part_I).png,Velachery_Velachery_(Part_I),velachery velachery part i,2024,velachery,velachery
661,F:\images\2025\Velachery_Velachery_(Part_I).png,Velachery_Velachery_(Part_I),velachery velachery part i,2025,velachery,velachery
662,F:\images\2014\Velachery_Velachery_(Part_II).png,Velachery_Velachery_(Part_II),velachery velachery part ii,2014,velachery,velachery
663,F:\images\2020\Velachery_Velachery_(Part_II).png,Velachery_Velachery_(Part_II),velachery velachery part ii,2020,velachery,velachery
664,F:\images\2021\Velachery_Velachery_(Part_II).png,Velachery_Velachery_(Part_II),velachery velachery part ii,2021,velachery,velachery
665,F:\images\2022\Velachery_Velachery_(Part_II).png,Velachery_Velachery_(Part_II),velachery velachery part ii,2022,velachery,velachery
666,F:\images\2024\Velachery_Velachery_(Part_II).png,Velachery_Velachery_(Part_II),velachery velachery part ii,2024,velachery,velachery
667,F:\images\2025\Velachery_Velachery_(Part_II).png,Velachery_Velachery_(Part_II),velachery velachery part ii,2025,velachery,velachery
